State,APMC's,Commodity,Min Price,Modal Price,Max Price,Date
ODISHA,SAKHIGOPAL,COCONUT,7,7,35,10-09-2025
ANDHRA PRADESH,KURNOOL,ONION,201,"1,200","1,209",10-09-2025
HARYANA,INDRI,PADDY-BASMATI1509,"1,600","3,200","3,410",10-09-2025
RAJASTHAN,KOTA,WHEAT,"2,241","2,610","2,671",10-09-2025
RAJASTHAN,UDAIPUR F AND V,COCONUT,15,15,25,10-09-2025
ANDHRA PRADESH,ANANTHAPURAMU,MOUSAMBI,300,"1,000","1,650",10-09-2025
RAJASTHAN,KOTA,GARLIC,"4,650","7,425","8,050",10-09-2025
GUJARAT,JASDAN,COTTON-LOOSE,"6,120","6,230","6,900",10-09-2025
MAHARASHTRA,RAHURI,ONION RED,250,950,"1,385",10-09-2025
RAJASTHAN,BARAN,MUSTARD,"6,455","6,588","6,999",10-09-2025
TAMIL NADU,GINGEE,PADDY(75 KG),"1,492","2,359","4,167",10-09-2025
ODISHA,SAKHIGOPAL,COCONUT,7,7,35,10-09-2025
ANDHRA PRADESH,KURNOOL,ONION,201,"1,200","1,209",10-09-2025
HARYANA,INDRI,PADDY-BASMATI1509,"1,600","3,200","3,410",10-09-2025
RAJASTHAN,KOTA,WHEAT,"2,241","2,610","2,671",10-09-2025
RAJASTHAN,UDAIPUR F AND V,COCONUT,15,15,25,10-09-2025
ANDHRA PRADESH,ANANTHAPURAMU,MOUSAMBI,300,"1,000","1,650",10-09-2025
RAJASTHAN,KOTA,GARLIC,"4,650","7,425","8,050",10-09-2025
GUJARAT,JASDAN,COTTON-LOOSE,"6,120","6,230","6,900",10-09-2025
MAHARASHTRA,RAHURI,ONION RED,250,950,"1,385",10-09-2025
RAJASTHAN,BARAN,MUSTARD,"6,455","6,588","6,999",10-09-2025
TAMIL NADU,GINGEE,PADDY(75 KG),"1,492","2,359","4,167",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,TOMATO,"1,700","2,500","2,500",10-09-2025
TAMIL NADU,POLUR,PADDY RNR (TN),"1,772","2,346","2,614",10-09-2025
HARYANA,TARAORI,PADDY-BASMATI1509,"2,450","2,875","3,251",10-09-2025
ODISHA,KENDRAPARA,COCONUT,14,14,14,10-09-2025
UTTAR PRADESH,BAHRAICH,PADDY,"2,200","2,200","2,900",10-09-2025
CHHATTISGARH,BHATAPARA,PADDY COMMON,"1,840","2,000","2,380",10-09-2025
TAMIL NADU,CUDDALORE OT,COCONUT,10,10,10,10-09-2025
MAHARASHTRA,AMRAVATI,TUR/ARHAR,"6,000","6,244","6,639",10-09-2025
TAMIL NADU,CHETPET,PADDY(75 KG),"1,280","2,582","2,808",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,POTATO,800,"1,300","1,300",10-09-2025
ANDHRA PRADESH,YEMMIGANUR,GROUND NUT,"3,010","5,920","7,490",10-09-2025
RAJASTHAN,SIKAR,ONION,400,600,"1,300",10-09-2025
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-DHAMNOD,MAIZE,"1,450","1,561","1,653",10-09-2025
MADHYA PRADESH,CHHINDWARA,WHEAT,"2,650","2,705","2,799",10-09-2025
RAJASTHAN,NIMBAHERA,WHEAT,"2,646","2,730","2,941",10-09-2025
MADHYA PRADESH,KHANDWA,WHEAT,"2,400","2,690","2,891",10-09-2025
MADHYA PRADESH,VIDISHA,WHEAT,"2,536","2,741","3,320",10-09-2025
RAJASTHAN,JODHPUR F AND V,TOMATO,"1,200","1,500","4,000",10-09-2025
HARYANA,ADAMPUR,GUAR SEEDS,"3,200","4,700","4,860",10-09-2025
MADHYA PRADESH,BIAORA,WHEAT,"2,539","2,610","2,673",10-09-2025
ANDHRA PRADESH,RAVULAPALEM APMC,BANANA KARPURA,"2,000","2,200","2,200",10-09-2025
MADHYA PRADESH,ASHOKNAGAR,WHEAT,"2,150","2,600","3,300",10-09-2025
TAMIL NADU,AMMOOR,PADDY(75 KG),"1,522","1,812","2,668",10-09-2025
MADHYA PRADESH,TIKAMGARH,WHEAT,"2,570","2,600","2,889",10-09-2025
ANDHRA PRADESH,MADANAPALLE,TOMATO,"1,000","1,000","2,000",10-09-2025
HARYANA,GURGAON,POTATO,955,"1,255","1,522",10-09-2025
HARYANA,CHEEKA,PADDY-BASMATI1509,"2,700","3,200","3,260",10-09-2025
RAJASTHAN,ALWAR,WHEAT,"2,500","2,600","2,615",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,APPLE,"4,000","15,000","15,000",10-09-2025
RAJASTHAN,SIKAR,POTATO,900,"1,000","1,100",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,ONION,"1,000","1,800","1,800",10-09-2025
HARYANA,LADWA,PADDY-BASMATI1509,"2,395","3,175","3,375",10-09-2025
RAJASTHAN,ALWAR,MUSTARD,"6,150","6,600","7,175",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,BANANA,"1,200","2,800","2,800",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,CUCUMBER,"2,500","3,200","3,200",10-09-2025
ANDHRA PRADESH,ADONI,GROUND NUT,"2,769","6,470","6,990",10-09-2025
MADHYA PRADESH,HARDA,CHANA (BENGAL GRAM)-DESI,"5,050","6,099","6,351",10-09-2025
ANDHRA PRADESH,ADONI,COTTON,"3,962","7,442","7,819",10-09-2025
RAJASTHAN,ALWAR,BAJRA,"1,500","1,900","2,300",10-09-2025
HARYANA,KOSLI APMC,BAJRA,"1,900","2,010","2,090",10-09-2025
MADHYA PRADESH,INDORE,CHANA BENGAL GRAM-DOLLAR,"7,400","9,475","10,000",10-09-2025
TAMIL NADU,VELLORE,PADDY(75 KG),"1,239","2,492","2,655",10-09-2025
RAJASTHAN,PRATAPGARH RJ,ONION,250,"1,020","1,230",10-09-2025
MADHYA PRADESH,GUNA,WHEAT,"2,575","2,620","2,885",10-09-2025
MADHYA PRADESH,HARDA,WHEAT,"2,435","2,630","2,841",10-09-2025
MADHYA PRADESH,KHARGONE,MAIZE,"1,381","1,574","1,610",10-09-2025
MADHYA PRADESH,SEHORE,SOYABEANS,"3,781","4,281","4,531",10-09-2025
CHHATTISGARH,DHAMTARI,PADDY IR64 NEW,"1,830","1,910","1,920",10-09-2025
CHHATTISGARH,KURUD,PADDY-MTU 1010,"1,450","1,900","1,916",10-09-2025
TAMIL NADU,AVALURPET,PADDY(75 KG),"1,602","1,950","2,451",10-09-2025
MADHYA PRADESH,UJJAIN,SOYA-YELLOW,"4,321","4,481","4,628",10-09-2025
RAJASTHAN,JODHPUR F AND V,GREEN CHILLI,"1,000","2,000","3,200",10-09-2025
KARNATAKA,APMC KALBURGI,TUR/ARHAR,"5,500","6,449","6,773",10-09-2025
RAJASTHAN,SIKAR,BANANA,"1,500","1,500","1,800",10-09-2025
MADHYA PRADESH,DEWAS,SOYABEANS,"4,101","4,350","4,570",10-09-2025
MADHYA PRADESH,BERASIA,WHEAT,"2,041","2,670","4,395",10-09-2025
ODISHA,GUNUPUR,RAW CASHEWNUT-KAAJU,"12,000","12,000","12,000",10-09-2025
ANDHRA PRADESH,GUNTUR,CHILLI-TEJA,"5,000","14,800","15,201",10-09-2025
MADHYA PRADESH,SEHORE,WHEAT,"2,610","2,659","2,944",10-09-2025
HARYANA,PIPLI APMC,PADDY-BASMATI1509,"2,400","3,175","3,225",10-09-2025
UTTAR PRADESH,LAKHIMPUR,WHEAT,"2,540","2,540","2,550",10-09-2025
UTTAR PRADESH,JHANSI,GROUND NUT,"3,600","4,000","4,550",10-09-2025
TAMIL NADU,SANKARANKOVIL,SUGARCANE,250,250,250,10-09-2025
TAMIL NADU,VANDAVASI,PADDY(75 KG),"1,479","2,132","2,360",10-09-2025
RAJASTHAN,IKLERA,WHEAT,"2,511","2,630","2,650",10-09-2025
RAJASTHAN,NADBAI,MUSTARD,"6,356","6,732","7,015",10-09-2025
MADHYA PRADESH,INDORE,WHEAT,"2,550","2,720","2,920",10-09-2025
RAJASTHAN,KHANPUR,SOYABEANS,"2,900","4,401","4,551",10-09-2025
MAHARASHTRA,TUMSAR,PADDY 6444,"2,300","2,300","2,984",10-09-2025
RAJASTHAN,BARAN,CORIANDAR,"6,451","7,058","7,492",10-09-2025
RAJASTHAN,BIKANER F AND V,POTATO,"1,130","1,200","1,200",10-09-2025
CHHATTISGARH,RAJIM,PADDY-MTU 1010,"1,000","1,860","1,878",10-09-2025
RAJASTHAN,BARAN,SOYABEANS,"4,031","4,414","4,696",10-09-2025
RAJASTHAN,KHAIRTHAL,MUSTARD,"6,000","6,900","7,483",10-09-2025
MAHARASHTRA,MANGRULPEER,SOYABEANS,"4,075","4,325","4,360",10-09-2025
TELANGANA,SURYAPETA,PADDY-BPT,"1,709","2,519","2,708",10-09-2025
HARYANA,KAITHAL,PADDY-BASMATI1509,"2,780","3,040","3,260",10-09-2025
HARYANA,PANIPAT,POTATO,700,900,"1,200",10-09-2025
TAMIL NADU,VIRUDHACHALAM,PADDY(75 KG),675,"1,995","2,408",10-09-2025
UTTAR PRADESH,BILSI,MAIZE,"1,950","1,950","1,950",10-09-2025
CHHATTISGARH,NAVAPARA,PADDY-MTU 1010,"1,300","1,888","2,832",10-09-2025
PUNJAB,PHAGWARA,MAIZE,"2,180","2,180","2,230",10-09-2025
RAJASTHAN,ITAWA,WHEAT,"2,552","2,610","2,690",10-09-2025
ANDHRA PRADESH,GUNTUR,CHILLI-334,"6,000","12,500","15,700",10-09-2025
PUNJAB,JAGRAON,MOONG WHOLE (GREEN GRAM),"2,500","5,800","7,615",10-09-2025
UTTAR PRADESH,WAZIRGANJ APMC,MAIZE,"2,000","2,000","2,005",10-09-2025
JAMMU AND KASHMIR,PULWAMA,APPLE,"4,687","4,687","4,687",10-09-2025
GUJARAT,VADODARA,ONION RED,900,"1,100","1,200",10-09-2025
RAJASTHAN,NIWAI,MUSTARD,"6,300","6,925","7,011",10-09-2025
RAJASTHAN,KOTA,CHANA (BENGAL GRAM),"4,469","5,001","5,245",10-09-2025
RAJASTHAN,BARAN,WHEAT,"2,356","2,415","2,660",10-09-2025
MAHARASHTRA,AMRAVATI,SOYABEANS,"4,000","4,088","4,250",10-09-2025
KARNATAKA,APMC CHINCHOLI,GREEN GRAM,"3,990","4,000","4,211",10-09-2025
TAMIL NADU,ODDANCHATRAM,BOTTLE GOURD,200,200,250,10-09-2025
ANDHRA PRADESH,GUNTUR,CHILLI BADIGA,"4,500","12,000","16,500",10-09-2025
HARYANA,PANIPAT,ONION,800,"1,500","1,500",10-09-2025
RAJASTHAN,KOTA,PADDY,"1,815","3,231","3,444",10-09-2025
UTTAR PRADESH,GHIROR,MAIZE YELLOW,"1,879","1,956","2,020",10-09-2025
PUNJAB,HOSHIYARPUR,MAIZE,800,"2,180","2,180",10-09-2025
RAJASTHAN,BARAN,GARLIC,"2,500","4,253","9,550",10-09-2025
RAJASTHAN,MERTA CITY,CUMMIN,"15,001","18,300","20,000",10-09-2025
ANDHRA PRADESH,GUNTUR,CHILLI-THAALU,"3,800","8,000","15,000",10-09-2025
ANDHRA PRADESH,KURNOOL,GROUND NUT,"3,810","6,409","7,150",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,GUAVA,"1,500","3,800","3,800",10-09-2025
TELANGANA,BADEPALLY,MAIZE,"1,610","1,726","2,206",10-09-2025
UTTAR PRADESH,KHAIR,POTATO,750,750,750,10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,GINGER,"3,700","6,500","6,500",10-09-2025
GUJARAT,RAJKOT,GROUND NUT,"4,075","4,520","5,420",10-09-2025
HARYANA,CH DADRI,AMERICAN-COTTON,"5,650","6,500","7,500",10-09-2025
HARYANA,JUNDLA,PADDY-BASMATI1509,"2,850","3,150","3,300",10-09-2025
ANDHRA PRADESH,GURRAMKONDA,TOMATO,"1,200","1,400","1,600",10-09-2025
TAMIL NADU,THIRUKOVILUR,MAIZE-NEW,"2,001","2,251","2,339",10-09-2025
RAJASTHAN,KHANPUR,WHEAT,"2,550","2,692","2,700",10-09-2025
RAJASTHAN,UDAIPUR F AND V,TOMATO,"1,000","1,500","2,000",10-09-2025
HIMACHAL PRADESH,BHATTAKUFAR DHALLI,APPLE,"4,850","5,000","5,000",10-09-2025
RAJASTHAN,AJMER F AND V,POTATO,"1,300","1,304","1,345",10-09-2025
ODISHA,KORAPUT,GINGER,"4,500","4,500","4,500",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,ONION,"1,600","1,600","1,600",10-09-2025
GUJARAT,VADODARA,POTATO,850,"1,000","1,100",10-09-2025
ODISHA,NABARANGPUR,BRINJAL-HYBRID,"2,500","2,500","3,200",10-09-2025
RAJASTHAN,MANDAWARI,MUSTARD,"6,500","6,800","6,955",10-09-2025
TAMIL NADU,THIRUKOVILUR,PADDY ADT-37(TN),"1,014","1,874","2,284",10-09-2025
PUNJAB,KHANNA APMC,PADDY-BASMATI1509,"3,000","3,010","3,200",10-09-2025
MADHYA PRADESH,BERASIA,SOYABEANS,"2,455","2,500","4,475",10-09-2025
RAJASTHAN,RAMGANJ MANDI,WHEAT,"2,471","2,540","2,633",10-09-2025
RAJASTHAN,SIKAR,TOMATO,"1,500","1,700","2,600",10-09-2025
UTTARAKHAND,ROORKEE,POTATO,900,900,920,10-09-2025
RAJASTHAN,PRATAPGARH RJ,GARLIC,"2,145","3,410","8,563",10-09-2025
CHHATTISGARH,RAJNANDGAON,PADDY-MAHAMAYA,"1,575","1,900","2,750",10-09-2025
ANDHRA PRADESH,KURNOOL,CASTOR SEED,"5,670","6,020","6,072",10-09-2025
MADHYA PRADESH,KASRAWAD,WHEAT,"2,715","2,730","2,750",10-09-2025
MADHYA PRADESH,KHANDWA,SOYABEANS,"3,750","4,276","4,323",10-09-2025
RAJASTHAN,NOKHA,MOTH,"5,100","5,300","5,300",10-09-2025
RAJASTHAN,KHANPUR,MUSTARD,"6,249","6,699","6,699",10-09-2025
TAMIL NADU,ARUPPUKOTTAI,MAIZE,"2,000","2,000","2,440",10-09-2025
RAJASTHAN,UDAIPUR F AND V,POTATO,"1,000","1,250","1,500",10-09-2025
HARYANA,ADAMPUR,AMERICAN-COTTON,"4,500","7,925","8,081",10-09-2025
ODISHA,NABARANGPUR,GREEN CHILLI,"3,500","6,000","6,000",10-09-2025
ANDHRA PRADESH,ELURU,LEMON,"1,300","2,000","2,600",10-09-2025
UTTAR PRADESH,JALAUN,WHEAT,"2,500","2,510","2,520",10-09-2025
RAJASTHAN,HINDOUN,WHEAT,"2,480","2,511","2,550",10-09-2025
GUJARAT,SIDDHPUR,CASTOR SEED,"6,475","6,520","6,550",10-09-2025
RAJASTHAN,BIKANER F AND V,ONION,"1,490","1,500","1,500",10-09-2025
UTTAR PRADESH,SAFDARGANJ,WHEAT,"2,500","2,500","2,510",10-09-2025
RAJASTHAN,PRATAPGARH RJ,SOYABEANS,"3,333","4,150","4,660",10-09-2025
RAJASTHAN,SIKAR,GREEN CHILLI,"1,600","2,300","3,000",10-09-2025
TELANGANA,JANGAON,PADDY IR64 NEW,"1,539","1,710","1,843",10-09-2025
UTTAR PRADESH,MAINPURI,MAIZE,"1,930","1,950","1,960",10-09-2025
TELANGANA,KHAMMAM,GREEN GRAM,"2,000","5,400","6,500",10-09-2025
ANDHRA PRADESH,RAVULAPALEM APMC,BANANA WHITE CHAKRAKELI,"2,400","2,400","2,400",10-09-2025
MADHYA PRADESH,DHAR,SOYA-YELLOW,"4,172","4,460","4,538",10-09-2025
ANDHRA PRADESH,RAVULAPALEM APMC,BANANA RED CHAKRAKELI,"2,800","2,800","2,800",10-09-2025
UTTAR PRADESH,MAHMUDABAD,WHEAT,"2,535","2,560","2,580",10-09-2025
MADHYA PRADESH,CHHINDWARA,MAIZE YELLOW,"2,060","2,150","2,238",10-09-2025
RAJASTHAN,HINDOUN,MUSTARD,"6,401","6,652","6,820",10-09-2025
JAMMU AND KASHMIR,PACHAAR,APPLE,"6,000","6,000","6,000",10-09-2025
RAJASTHAN,RAMGANJ MANDI,CORIANDER WHOLE,"6,101","6,951","8,201",10-09-2025
CHHATTISGARH,KANKER,PADDY LOCAL,"1,950","2,000","2,050",10-09-2025
TELANGANA,TIRUMALGIRI,PADDY-IR.64,"1,712","1,862","1,862",10-09-2025
ODISHA,KESINGA,CABBAGE,"2,700","2,700","2,700",10-09-2025
UTTAR PRADESH,KASGANJ,MAIZE,"2,100","2,150","2,180",10-09-2025
RAJASTHAN,JHALRAPATAN,WHEAT,"2,476","2,571","2,595",10-09-2025
ODISHA,KESINGA,ONION RED,"1,900","1,900","1,900",10-09-2025
RAJASTHAN,MALPURA,WHEAT,"2,418","2,511","2,578",10-09-2025
KARNATAKA,APMC CHINCHOLI,TUR/ARHAR,"6,200","6,400","6,500",10-09-2025
ODISHA,KESINGA,PUMPKIN,"1,000","1,000","1,000",10-09-2025
UTTARAKHAND,HALDWANI,POTATO,700,"1,500","1,500",10-09-2025
GUJARAT,MEHSANA,CASTOR SEED,"6,450","6,550","6,550",10-09-2025
ODISHA,NABARANGPUR,CAULIFLOWER,"3,000","3,000","3,000",10-09-2025
RAJASTHAN,CHOMEHLA,WHEAT,"2,605","2,685","2,685",10-09-2025
RAJASTHAN,MANDAWARI,WHEAT,"2,411","2,411","2,547",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,COCONUT DEHUSKED IN QUINTAL,"3,500","3,500","3,500",10-09-2025
RAJASTHAN,PILIBANGA,MUSTARD,"6,400","6,635","6,779",10-09-2025
MADHYA PRADESH,PIPARIYA,WHEAT,"2,461","2,600","2,632",10-09-2025
TAMIL NADU,CHEYYAR,PADDY(75 KG),"1,696","1,858","2,442",10-09-2025
TELANGANA,SURYAPETA,PADDY-JAI SRIRAM,"1,919","2,836","3,266",10-09-2025
TAMIL NADU,THANJAVUR,COCONUT WITH HUSK,20,20,20,10-09-2025
TAMIL NADU,PUDUPALAYAM,PADDY(75 KG),"1,826","2,267","2,583",10-09-2025
UTTAR PRADESH,TUNDLA,MAIZE,"1,950","1,960","2,110",10-09-2025
RAJASTHAN,RAMGANJ MANDI,SOYABEANS,"4,245","4,502","4,522",10-09-2025
HARYANA,GURGAON,TOMATO,"1,655","3,000","3,000",10-09-2025
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KHURAI,CHANA (BENGAL GRAM)-DESI,"5,366","6,121","6,150",10-09-2025
UTTAR PRADESH,SITAPUR,WHEAT,"2,495","2,495","2,495",10-09-2025
RAJASTHAN,KHAIRTHAL,BAJRA,"1,450","1,600","2,270",10-09-2025
UTTAR PRADESH,BHINGA,WHEAT,"2,450","2,450","2,470",10-09-2025
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KARELI,CHANA-LOCAL,"5,478","6,100","6,100",10-09-2025
HARYANA,ELLANABAD,GUAR SEEDS,"3,850","4,490","4,618",10-09-2025
HARYANA,GURGAON,ONION,"1,000","1,455","2,000",10-09-2025
GUJARAT,VADODARA,TOMATO,"1,500","1,600","1,700",10-09-2025
RAJASTHAN,BHAWANI MANDI,SOYABEANS,"3,986","4,000","4,412",10-09-2025
CHHATTISGARH,BALOD,PADDY-IR.64,"1,800","1,805","1,956",10-09-2025
MAHARASHTRA,MURTIZAPUR,SOYA-YELLOW,"3,800","3,800","4,470",10-09-2025
ANDHRA PRADESH,PATTIKONDA,TOMATO,"1,400","1,700","2,000",10-09-2025
CHHATTISGARH,RAJIM,PADDY SAMBA MASURI,"1,600","1,960","2,308",10-09-2025
RAJASTHAN,NOHAR,MUSTARD SEED,"6,550","6,640","7,103",10-09-2025
ODISHA,NABARANGPUR,CABBAGE,"2,400","2,400","3,000",10-09-2025
UTTAR PRADESH,MAHOBA,WHITE PEAS,"3,200","3,200","3,320",10-09-2025
RAJASTHAN,JODHPUR F AND V,LEMON,"1,500","2,000","3,000",10-09-2025
MADHYA PRADESH,HARDA,SOYABEANS,"3,931","4,301","4,415",10-09-2025
JAMMU AND KASHMIR,SHOPIAN,APPLE,600,"6,100","6,200",10-09-2025
RAJASTHAN,SIKAR,BOTTLE GOURDE,700,800,"1,800",10-09-2025
RAJASTHAN,JODHPUR F AND V,CABBAGE,"1,400","1,600","2,500",10-09-2025
ODISHA,KORAPUT,POTATO SWEET,"1,500","1,500","1,500",10-09-2025
MAHARASHTRA,CHANDUR BAZAR,TUR/ARHAR,"5,900","6,000","6,300",10-09-2025
UTTAR PRADESH,AURAIYA,WHEAT,"2,530","2,570","2,570",10-09-2025
HARYANA,PANIPAT,TOMATO,600,850,"1,500",10-09-2025
ODISHA,NABARANGPUR,BITTER GOURD,"4,000","4,000","4,100",10-09-2025
UTTAR PRADESH,ETAWAH,POTATO,800,800,800,10-09-2025
ODISHA,BHAWANIPATNA,LADY FINGER,"3,300","3,300","3,300",10-09-2025
ANDHRA PRADESH,RAVULAPALEM APMC,BANANA BONTHA,"2,500","2,500","2,500",10-09-2025
CHHATTISGARH,NAVAPARA,SAMA-MASURI,"1,750","2,018","2,290",10-09-2025
RAJASTHAN,LALSOT,WHEAT,"2,490","2,550","2,634",10-09-2025
CHHATTISGARH,RAJNANDGAON,PADDY-MTU 1010,"1,800","1,900","2,150",10-09-2025
MADHYA PRADESH,JABALPUR,MOONG WHOLE (GREEN GRAM),"3,000","6,600","7,575",10-09-2025
MADHYA PRADESH,SANWER,SOYA-YELLOW,"3,501","4,380","4,429",10-09-2025
RAJASTHAN,FATEHNAGAR,WHEAT,"2,622","2,628","2,723",10-09-2025
RAJASTHAN,SRI GANGANAGAR GRAIN,MUSTARD,"6,470","6,721","6,783",10-09-2025
CHHATTISGARH,BILASPUR,PADDY-MAHAMAYA,"1,910","1,910","1,910",10-09-2025
HARYANA,ELLANABAD,MUSTARD,"6,388","6,647","6,754",10-09-2025
PUNJAB,PATIALA,POTATO,800,900,900,10-09-2025
TAMIL NADU,POCHAMPALLI,COCONUT WITH HUSK,15,15,15,10-09-2025
HIMACHAL PRADESH,BANDROL,APPLE,"1,400","5,000","6,900",10-09-2025
MADHYA PRADESH,BADNAWAR,SOYA-YELLOW,"4,255","4,505","4,535",10-09-2025
UTTAR PRADESH,PAYAGPUR,WHEAT,"2,425","2,500","2,500",10-09-2025
GUJARAT,BHABHAR,CASTOR SEED,"6,475","6,528","6,535",10-09-2025
GUJARAT,VISNAGAR,CASTOR SEED,"6,500","6,575","6,575",10-09-2025
RAJASTHAN,JODHPUR F AND V,GINGER,"2,800","3,000","4,200",10-09-2025
RAJASTHAN,NIMBAHERA,SOYABEANS,"4,051","4,440","4,536",10-09-2025
TAMIL NADU,ODDANCHATRAM,BEETROOT,200,200,200,10-09-2025
UTTAR PRADESH,KARWI APMC,WHEAT,"2,450","2,450","2,450",10-09-2025
RAJASTHAN,KOTA,URAD (BLACK GRAM),"5,351","5,900","6,465",10-09-2025
RAJASTHAN,NOHAR,GUAR SEEDS,"4,299","4,651","4,852",10-09-2025
GUJARAT,JAMNAGAR,AJWAIN,"8,650","12,000","14,025",10-09-2025
TAMIL NADU,ARANI,PADDY(75 KG),"1,706","2,222","2,506",10-09-2025
UTTAR PRADESH,LUCKNOW,BANANA,"1,000","1,000","1,000",10-09-2025
MADHYA PRADESH,DHAR,WHEAT,"2,682","2,684","2,898",10-09-2025
MADHYA PRADESH,HARDA,MOONG WHOLE (GREEN GRAM),"6,071","6,159","8,080",10-09-2025
MAHARASHTRA,ARMORI DESAIGANJ,PADDY LOCAL,"2,067","2,500","2,500",10-09-2025
RAJASTHAN,TONK,WHEAT,"2,537","2,556","2,556",10-09-2025
UTTAR PRADESH,CHAUBEPUR,WHEAT,"2,500","2,500","2,500",10-09-2025
RAJASTHAN,SUMERPUR,WHEAT,"2,711","2,725","2,812",10-09-2025
TAMIL NADU,DESUR,PADDY CO 51(TN),"1,855","1,907","1,980",10-09-2025
ODISHA,SAKHIGOPAL,BANANA,"1,200","1,200","1,250",10-09-2025
ODISHA,BHAWANIPATNA,PUMPKIN,"2,000","2,000","2,000",10-09-2025
ODISHA,NABARANGPUR,TOMATO,"2,000","2,000","4,000",10-09-2025
RAJASTHAN,JAIPUR F AND V MUHANA,GREEN CHILLI,"1,500","1,500","3,000",10-09-2025
CHHATTISGARH,KURUD,PADDY BPT-5204,"1,000","1,973","2,405",10-09-2025
UTTAR PRADESH,GHAZIABAD,BOTTLE GOURD,530,530,600,10-09-2025
RAJASTHAN,TONK,MUSTARD,"4,100","6,795","6,910",10-09-2025
MADHYA PRADESH,GADARWARA,WHEAT,"2,592","2,596","2,615",10-09-2025
ANDHRA PRADESH,RAVULAPALEM APMC,BANANA BHUSHAVALI,"2,200","2,200","2,900",10-09-2025
ODISHA,BHAWANIPATNA,CABBAGE,"2,350","2,350","2,350",10-09-2025
RAJASTHAN,GANGAPUR CITY,MUSTARD,"6,503","6,712","6,998",10-09-2025
RAJASTHAN,RAMGANJ MANDI,MUSTARD,"6,315","6,742","6,742",10-09-2025
MAHARASHTRA,BARAMATI,JAGGERY,"4,100","4,400","4,725",10-09-2025
MAHARASHTRA,MURTIZAPUR,CHANA-LOCAL,"5,110","5,800","5,800",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,POTATO,"1,200","1,200","1,200",10-09-2025
TAMIL NADU,ALANGIYAM,MAIZE,"2,355","2,391","2,403",10-09-2025
RAJASTHAN,BIKANER F AND V,TOMATO,"2,440","2,470","2,500",10-09-2025
RAJASTHAN,IKLERA,MUSTARD,"6,388","6,482","6,635",10-09-2025
RAJASTHAN,PRATAPGARH RJ,WHEAT,"2,096","2,611","2,800",10-09-2025
GUJARAT,JASDAN,GROUND NUT,"4,120","4,620","4,900",10-09-2025
RAJASTHAN,AJMER F AND V,TOMATO,"2,300","2,316","3,304",10-09-2025
MAHARASHTRA,AKOLA,CHANA (BENGAL GRAM),"4,695","5,595","5,895",10-09-2025
UTTARAKHAND,HARIDWAR,POTATO,890,900,900,10-09-2025
HARYANA,FARIDABAD,POTATO,800,800,800,10-09-2025
TELANGANA,SADASIVPET,ONION,269,"1,212","1,483",10-09-2025
RAJASTHAN,HANUMANGARH TOWN,MUSTARD,"6,495","6,589","6,694",10-09-2025
MAHARASHTRA,PIMPALGAON BASWANT,SOYABEANS,"4,060","4,280","4,361",10-09-2025
RAJASTHAN,AJMER F AND V,ONION,"1,400","1,402","1,435",10-09-2025
UTTAR PRADESH,SHAHBAD HARDOI,WHEAT,"2,480","2,480","2,500",10-09-2025
RAJASTHAN,SRIGANGANAGAR F AND V,TOMATO,"4,000","4,000","4,000",10-09-2025
RAJASTHAN,JODHPUR F AND V,CAULIFLOWER,"2,000","2,000","5,000",10-09-2025
ANDHRA PRADESH,GUNTUR,CHILLI TEJA A/C,"6,600","14,500","15,200",10-09-2025
MAHARASHTRA,AMRAVATI,CHANA GRAM,"5,100","5,578","5,600",10-09-2025
GUJARAT,JAMNAGAR,SESAME SEED,"8,125","9,125","11,750",10-09-2025
UTTAR PRADESH,AGRA,POTATO,704,708,712,10-09-2025
MADHYA PRADESH,SANWER,WHEAT,"2,500","2,711","2,711",10-09-2025
TAMIL NADU,DESUR,PADDY RNR (TN),"1,612","2,586","2,592",10-09-2025
ANDHRA PRADESH,RAVULAPALEM APMC,BANANA AMRUTHAPANI,"2,900","2,900","2,900",10-09-2025
RAJASTHAN,JODHPUR F AND V,BHINDI (LADIES FINGER),"1,600","2,500","3,500",10-09-2025
ANDHRA PRADESH,GUNTUR,CHILLI-334 A/C,"5,500","9,000","14,000",10-09-2025
TAMIL NADU,THIRUKOVILUR,BAJRA-LOCAL,"2,010","2,229","2,917",10-09-2025
RAJASTHAN,MALPURA,MUSTARD,"6,800","7,301","7,301",10-09-2025
RAJASTHAN,UDAIPUR F AND V,BANANA,"1,000","1,250","1,500",10-09-2025
